ID,标签,标题                            ,问题                                                                                                                                                            ,答案                                                                                                                                                                                                                                                             ,省份 ,年份
9 ,0 ,美术报考                          ,我是广东美术生，请问如果报名时候没有报名贵校，当时候填志愿可以填贵校吗？                                                                                                                          ,我校美术与设计学类专业参照广东省统考与文化分的综合分作为录取依据，无需校考。                                                                                                                                                                                                                         ,广东 ,2020
10,0 ,服表场地                          ,老师您好找的走台场地有logo可以吗会算无效视频吗                                                                                                                                     ,没关系。                                                                                                                                                                                                                                                           ,黑龙江,2020
11,0 ,湖南省文科美术专业                     ,老师你好，贵学校在湖南有招生计划吗，我是湖南省的美术考生，联考是230分，在湖南省2020年预计招生多少人?建议多少分以上考生报考？往年分数线是多少？艺术类专业的投档比例是多少？还有今年录取规则是什么？谢谢了，辛苦老师了。                                               ,往年录取情况可查阅网站https://zsb.gdut.edu.cn/xxcx/wnlq1/a2019nlqqk/ysl.htm2020年我校在湖南省拟招收设计学类专业考生6人，具体以当地省发布的专业目录为准。                                                                                                                                                      ,湖南 ,2020
12,0 ,今年湖南服表专业招生多少人                 ,是不是8人？                                                                                                                                                        ,湖南表演专业计划8                                                                                                                                                                                                                                                      ,湖南 ,2020
13,0 ,山东美术生                         ,请问贵校美术类山东有招生计划吗                                                                                                                                               ,美术类在山东没有招生计划                                                                                                                                                                                                                                                   ,山东 ,2020
14,0 ,山东服表专业通知                      ,山东服表专业的考试何时开始？什么形式？                                                                                                                                           ,山东省：采用考生参加生源省份组织的服装表演（模特类）专业联考的成绩。意向报考我校艺术类表演专业的山东考生，必须按照山东省招生考试院的规定，在报名参加山东工艺美术学院举行的服装表演（模特类）专业联考后，凭专业联考成绩报考我校表演专业。 联考时间请留意山东招生考试院和山东工艺美术学院的官方公告                                                                                                              ,山东 ,2020
15,0 ,服表考试                          ,您好，请问贵校走秀表演视频和五连拍造型表演是分开拍再合成？还是连着拍？                                                                                                                           ,连着拍，视频文件不允许合成，具体请参照附件3的视频要求。https://zsb.gdut.edu.cn/info/1143/2530.htm                                                                                                                                                                                         ,黑龙江,2020
16,0 ,20服表报名                        ,你好老师说广东服表可以报名了吗                                                                                                                                               ,你好，广东考生暂时无法报名，相关调整方案正在走审批手续，请稍后留意本科招生网公告。                                                                                                                                                                                                                      ,广东 ,2020
17,0 ,线下考试                          ,您好，学校有线下考试么，如果没有的话线上考试是什么时间呢                                                                                                                                  ,你好，相关调整方案正在走审批手续，请稍后留意本科招生网公告。                                                                                                                                                                                                                                 ,黑龙江,2020
18,0 ,湖南服表                          ,就是我想问问之前，就是报名了本校的服表考试，会不会取消呢？要是取消的话那个钱会不会退回来？                                                                                                                 ,我校2020年湖南省表演专业招生将采用湖南省服装表演类统考成绩录取，退款事宜正在走程序。                                                                                                                                                                                                                   ,湖南 ,2020
5 ,0 ,服装表演报名                        ,老师您好服装表演专业现在还能报名吗官网报名入口在哪                                                                                                                                     ,我校调整方案正在审批中，近期会公布，请留意我办网站。https://zsb.gdut.edu.cn/                                                                                                                                                                                                             ,广东 ,2020
6 ,0 ,广东工业大学                        ,老师你好，我是广东省的考生我想问一下什么时候可以开始报名呢？采用什么样的方式考试呢？信息出来了公众号会通知吗？谢谢老师辛苦了！                                                                                               ,我校调整方案正在审批中，近期会公布，请留意我办网站。https://zsb.gdut.edu.cn/                                                                                                                                                                                                             ,广东 ,2020
7 ,0 ,退费                            ,请问服装表演报名了不想考了可以退费么                                                                                                                                            ,可以，等我校校考调整方案及山东省考试院公布的方案执行                                                                                                                                                                                                                                     ,山东 ,2020
8 ,0 ,服装表演                          ,请问贵校服装表演招收山西的吗                                                                                                                                                ,我校在山西省无表演专业招生计划。                                                                                                                                                                                                                                               ,山西 ,2020
9 ,0 ,考试形式                          ,您好老师，我最理想的大学就是贵校，一直努力准备拼搏想要考入贵校，真心希望贵校服装表演专业能够举行校考，不要线上考试形式，希望贵校给到这一届考生一次珍贵的机会🙏🙏🙏🙏🙏🙏🙏                                                                  ,我校于山东省艺术校考（表演专业）拟采用省联考方式进行，近期请留意山东省考试院公告。                                                                                                                                                                                                                      ,山东 ,2020
10,0 ,广东考生                          ,请问贵校对美术生文科的单科成绩有没有要求，比如语数英，谢谢                                                                                                                                 ,没有，按投档分（综合分）录取。                                                                                                                                                                                                                                                ,广东 ,2020
11,0 ,河南美术                          ,贵校在河南有招生计划吗                                                                                                                                                   ,考生您好！我校美术类在河南没有招生计划。                                                                                                                                                                                                                                           ,河南 ,2020
12,0 ,江西省艺术校考什么时候考试确定了吗？是高考前还是高考后？  ,江西省艺术校考什么时候考试确定了吗？是高考前还是高考后？                                                                                                                                  ,考生您好！我校调整方案正在审批当中，其中包括了江西省表演专业的招考方案，预计本周内可以挂网，请留意我校本科招生网的更新。                                                                                                                                                                                                   ,江西 ,2020
13,0 ,表演                            ,老师您好，请问表演专业的考试形式和考试时间又确定下来么                                                                                                                                   ,表演专业校考调整方案将于下周公布，请留意我校本科招生网。                                                                                                                                                                                                                                   ,江西 ,2020
14,0 ,海南招生计划                        ,您好，请问贵校今年在海南有招生计划吗？美术生有没招生计划？按什么方式招                                                                                                                           ,2020年海南美术生以统考成绩拟计划招生6人次                                                                                                                                                                                                                                        ,海南 ,2020
15,0 ,服装表演                          ,您好，贵校的服装表演专业广西有没有招生计划呢？                                                                                                                                       ,我校表演专业在广西无招生计划。                                                                                                                                                                                                                                                ,广西 ,2020
16,0 ,服表艺考生体重要求                     ,您好，广东工业大学是我的理想高校，我十分想考入贵校服装表演专业，我想了解对于身高1.92的男模，体重需要达到多少Kg，才能够满足贵校的要求和标准？🙏                                                                                   ,考生你好！你咨询的问题，涉及到目前正在过程中的考试方案调整，估计3月底之前，我校将公布校考调整方案。请你留意我校本科招生网的相关更新。                                                                                                                                                                                            ,山东 ,2020
17,0 ,美术生                           ,请问贵校今年在甘肃省有美术生招生计划吗？录取原则是什么？分数线是多少？谢谢                                                                                                                         ,我校2020年在甘肃省无招生计划。                                                                                                                                                                                                                                              ,甘肃 ,2020
18,0 ,河北音乐类                         ,您好，贵校今年河北省有招生计划吗，音乐学丶音乐教育、音乐表演长笛河北招几人，建议多少分填志愿                                                                                                                ,我校2020年在河北省无音乐类招生计划                                                                                                                                                                                                                                            ,河北 ,2020
5 ,0 ,湖南美术                          ,贵校今年设计学类在湖南还要校考吗？去年录取最低文化和专业分多少？谢谢！                                                                                                                           ,考生您好！我校设计学类在湖南2020年有招生计划，采用统考成绩进行录取。2019年我校在湖南省美术类统考录取的最低分为567分（综合分）。                                                                                                                                                                                          ,湖南 ,2020
6 ,0 ,校考时间                          ,您还，请问江西省是高考前线上考试还是高考后现场再考试？                                                                                                                                   ,考生您好！我校美术类专业在江西省承认统考，不组织校考。表演专业需校考，具体调整方案正在审批中，将于近期在我校本科招生网发布，敬请留意。                                                                                                                                                                                            ,江西 ,2020
7 ,0 ,贵校有美术专科招生么                    ,请问贵校有美术专科招生吗                                                                                                                                                  ,我校有美术类统考招生，只在本科批次安排招生计划，考生可在高考后填报志愿期间根据招生目录进行填报。https://zsb.gdut.edu.cn/info/1143/2450.htm                                                                                                                                                                     ,广东 ,2020
8 ,0 ,湖南美术                          ,贵校今年这个设计学类在湖南的要校考吗？2020年的招生简章什么时候出来？                                                                                                                          ,湖南美术以统考成绩为依据，招生简章请看https://zsb.gdut.edu.cn/info/1143/2450.htm                                                                                                                                                                                                  ,湖南 ,2020
9 ,0 ,山东服表招生                        ,请问山东省服表计划招生几人，会以什么样的形式考试                                                                                                                                      ,山东考试方式正在走审批程序，三月底前会在广东工业大学招生办主页发布https://zsb.gdut.edu.cn 请关注                                                                                                                                                                                                   ,山东 ,2020
10,0 ,2020服表黑龙江                     ,老师你好我想知道是否会取消黑龙江东方学院考点的考试如果取消黑龙江考生应该什么时间去报名参加其他考点的黑龙江有很多考生都很想去广东工业大学                                                                                          ,黑龙江的考生报名方式要等上级部门批准后才能公布，请关注广东工业大学招生办主页https://zsb.gdut.edu.cn/                                                                                                                                                                                                 ,黑龙江,2020
11,0 ,服装表演专业报名                      ,老师你好，我是江西考生请问贵校服装表演专业如何报名？什么时候报名？                                                                                                                             ,江西的考生采取网上报名，3月下旬。请关注广东工业大学招生办主页https://zsb.gdut.edu.cn/                                                                                                                                                                                                        ,江西 ,2020
12,0 ,广工报名                          ,老师您好!我是20届服表艺考生想问一下今年还是现场报名吗，如果是网上报名那是什么时候现在开始了吗？                                                                                                             ,采取网上报名方式，时间为三月下旬。请关注广东工业大学招生办网页https://zsb.gdut.edu.cn/                                                                                                                                                                                                        ,广东 ,2020
13,0 ,20服表                          ,你好我是广东考生官网上看到了推迟报名和校考现在广东的考生报名是在网上报名还是现场报名？                                                                                                                   ,拟采用网上报名，具体方式请留意我校本科招生网                                                                                                                                                                                                                                         ,广东 ,2020
14,0 ,四川美术类                         ,老师你好，我是四川美术考生，之前在网上没有找到关于贵校在四川美术收分的分数线。四川开美术考生报考贵校需要多少分呢？（谢谢老师辛苦了）                                                                                            ,四川美术类2019年录取情况请见https://zsb.gdut.edu.cn/xxcx/wnlq1/a2019nlqqk/ysl.htm                                                                                                                                                                                          ,四川 ,2020
15,0 ,美术类                           ,你好，请问还有动画专业吗？                                                                                                                                                 ,美术类没有招动画专业                                                                                                                                                                                                                                                     ,广东 ,2020
16,0 ,美术类                           ,今年对广东省的招生人数排名及分数线                                                                                                                                             ,美术类招生人数暂定351，详情请见https://zsb.gdut.edu.cn/info/1143/2450.htm ，排名及分数线请参考2019年录取情况https://zsb.gdut.edu.cn/xxcx/wnlq1/a2019nlqqk/ysl.htm                                                                                                                           ,广东 ,2020
17,0 ,报名                            ,老师您好，请问还可以报名么                                                                                                                                                 ,能报，近期请关注广东工业大学招生办主页内的公告 https://zsb.gdut.edu.cn/                                                                                                                                                                                                               ,江西 ,2020
18,0 ,服装表演类                         ,如果不取消大约是高考之后会多久进行校考?有可能采取网络考试吗?                                                                                                                               ,正在走审批程序。一旦明确，我们将及时发布公告。                                                                                                                                                                                                                                        ,湖南 ,2020
5 ,0 ,Xl服表校考                        ,服表校考广东是在现场报名吗广东省的招生计划是几个                                                                                                                                      ,不是现场报名，网上报名方式请留意广工大招生办主页https://zsb.gdut.edu.cn/，广东省的招生计划为5个，详情请见https://zsb.gdut.edu.cn/info/1143/2450.htm                                                                                                                                                    ,广东 ,2020
6 ,0 ,美术类                           ,今年对重庆招生人数以及文化分数线                                                                                                                                              ,重庆市无美术类招生计划                                                                                                                                                                                                                                                    ,重庆 ,2020
7 ,0 ,校考                            ,我是湖南考生----服装表演专业，如果校考延迟到高考后，那高考后多久考试，一星期？考试地点仍然在长沙嘛？考试内容有变化嘛？合格证当场发，还是？                                                                                       ,正在走审批程序。一旦明确，我们将及时发布公告。                                                                                                                                                                                                                                        ,湖南 ,2020
8 ,0 ,西藏考生                          ,文科汉族考生463分，文科汉族排名465位，录取希望大吗                                                                                                                                  ,可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,西藏 ,2019
9 ,0 ,咨询                            ,你好！在海南提挡比例是多少？641理科有希望录取吗                                                                                                                                     ,可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,海南 ,2019
10,0 ,海南投档与录取问题                     ,"您好.谢谢贵校对我提出问题的回答.我想确定一下:我的分数是文史类700,相当于去年的697,是贵校去年在海南的最低录取分数.但因为贵校今年增加3个计划,自认为录取的可能还是很大.只是有一个问题一直很纠结,即:如果多投一份档案(14个计划投15份档案),我的分数如果排在第15名,在所有考生的身体、单...[详细]",可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,海南 ,2019
11,0 ,转专业                           ,请问转专业需要服从什么样的条件？有哪些专业不可以转                                                                                                                                     ,可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,广东 ,2019
12,0 ,美术                            ,贵校2018年专业成绩投档最低分是214分，今年我的专业209.5文化593可以报考吗                                                                                                                   ,可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,海南 ,2019
13,0 ,广东考生理科517，排名54928，能上广工吗       ,广东考生理科517，排名54928，能上广工吗                                                                                                                                       ,可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,广东 ,2019
14,0 ,咨询                            ,在贵校可以大学四年修双学位吗？                                                                                                                                               ,可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,河南 ,2019
15,0 ,录取问题                          ,湖南理科，582分，对应位次12878，能录贵校软件工程或电气自动化专业吗？                                                                                                                        ,有希望可冲一冲                                                                                                                                                                                                                                                        ,湖南 ,2019
16,0 ,山东理科                          ,山东理科495想学数字媒体技术可以报考么                                                                                                                                          ,山东没有此专业的招生计划                                                                                                                                                                                                                                                   ,山东 ,2019
17,0 ,美术                            ,贵校的美术类招生是有综合分要求的，那么是不是说明专业成绩投档最低的学生，只要文化分数高，他的录取名次不一定是最后，甚至可能是第一？                                                                                             ,海南美术统考是按照术科投档的，文化分达本科线即可                                                                                                                                                                                                                                       ,海南 ,2019
18,0 ,咨询（录取）                        ,老师您好，请问今年（2019年）录取方式是还是“分数优先”吗                                                                                                                                ,是的                                                                                                                                                                                                                                                             ,广东 ,2019
5 ,0 ,广东理科考生问题                      ,请问高于重本线33分可以选广东工业大学哪些好专业?求建议                                                                                                                                  ,https://zsb.gdut.edu.cn/xxcx/wnlq1/a2018nlqqk/gd.htm                                                                                                                                                                                                           ,广东 ,2019
6 ,0 ,广东理科考生想报贵校外国语文学（英语）           ,2019理科考生分数524，排位48579。若报考贵校外国语文学专业，录取机会有多大？谢谢！                                                                                                                ,https://zsb.gdut.edu.cn/xxcx/wnlq1/a2018nlqqk/gd.htm                                                                                                                                                                                                           ,广东 ,2019
7 ,0 ,美术                            ,山东美术统考207文化367能报吗？                                                                                                                                            ,山东没招美术统考生                                                                                                                                                                                                                                                      ,山东 ,2019
8 ,0 ,咨询                            ,你好，份数532，省排位42063，录取机会大吗？贵校可以转专业吗？                                                                                                                            ,录取机会很大。服从调剂具有申请转专业的资格。                                                                                                                                                                                                                                         ,广东 ,2019
9 ,0 ,咨询                            ,贵校有保研资格吗？如果有名额多么？                                                                                                                                             ,有的。平均每个学院名额10-12个                                                                                                                                                                                                                                              ,河南 ,2019
10,0 ,录取问题                          ,湖南理科，582分，对应位次12878，能录贵校软件工程或电气自动化专业吗？                                                                                                                        ,可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,湖南 ,2019
11,0 ,报考咨询                          ,广西文科548排名4700高出一本线20分请问有机会报考贵校吗谢谢答复                                                                                                                           ,可考虑冲一冲                                                                                                                                                                                                                                                         ,广西 ,2019
12,0 ,报考咨询                          ,老师您好，我是福建考生548位次15023能被计算机专业录取吗？如果专业调剂，那转专业又是怎样的？                                                                                                             ,福建去年录取最低位次15000名可冲一冲                                                                                                                                                                                                                                           ,福建 ,2019
13,0 ,专业                            ,您好，19届理科4.1w名有什么建议专业吗                                                                                                                                         ,可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,广东 ,2019
14,0 ,录取专业                          ,您好，我是一名黑龙江文科考生，省排名2875，想要报贵校的会计学，想询问一下是否有机会录取？谢谢                                                                                                              ,可考虑填报冲一冲                                                                                                                                                                                                                                                       ,黑龙江,2019
15,0 ,咨询                            ,您好，我是2019届贵州理科考生，545分，排名14357名。就读贵校的计算机系可能性大吗？                                                                                                                ,可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,贵州 ,2019
16,0 ,咨询                            ,您好，请问贵州考生545分，14357名就读贵校的计算机系可能性大吗？                                                                                                                           ,可冲一冲                                                                                                                                                                                                                                                           ,贵州 ,2019
17,0 ,报考                            ,我是广西理科考生586分，省内排名10469，请问报考贵校电气及其自动化或电子信息类专业有希望吗？服从调剂的话，提档了会被退档吗？                                                                                             ,服从不退档                                                                                                                                                                                                                                                          ,广西 ,2019
18,0 ,四川艺术理                         ,老师您好文化460美术统考269专业排名678请问报考贵校有希望吗                                                                                                                             ,平行志愿可尝试填报                                                                                                                                                                                                                                                      ,四川 ,2019
5 ,0 ,广东考生咨询国际班问题                   ,广东理科525分，排位47796位，如果想报计算机类是不是只有国际班可以录？国际班有什么要求？学费是多少？如果报考其它专业，进校是否可以选第二专业？谢谢                                                                                  ,建议电话咨询020-39322681                                                                                                                                                                                                                                             ,广东 ,2019
6 ,0 ,广东文科考生，502分，排名55979，有机会报读贵校否？ ,如题                                                                                                                                                            ,可考虑填报77845动画专业                                                                                                                                                                                                                                                 ,广东 ,2019
7 ,0 ,广东理科生报考问题                     ,您好，503分，排位6万8被贵校录取的可能性大吗                                                                                                                                      ,可考虑填报国际班                                                                                                                                                                                                                                                       ,广东 ,2019
8 ,0 ,山西考生咨询                        ,539超一本线32分，省排名18046，听说贵校今年扩招，请问报考贵校计算机专业可能性大吗？电子信息专业和计算机差别在哪？谢谢了🙏                                                                                            ,可拨打02039322681了解具体情况                                                                                                                                                                                                                                           ,山西 ,2019
9 ,0 ,咨询                            ,您好，我今年高考考了519分，排名52504，请问是否能进入贵校的材料成型及控制工程专业？                                                                                                                 ,有机会可考虑填报                                                                                                                                                                                                                                                       ,广东 ,2019
10,0 ,报考                            ,福建考生548排名15000报考贵校计算机专业录取可能性高吗                                                                                                                                ,计算机人热门专业，录取可能性较低 进入我校机会较大                                                                                                                                                                                                                                      ,福建 ,2019
11,0 ,报考                            ,在扩招的情况下，排名55328可以冲一冲吗                                                                                                                                         ,可以冲一冲                                                                                                                                                                                                                                                          ,广东 ,2019
12,0 ,广东考生录取咨询                      ,广东文科考生，分数502，排名55979，有机会被贵校录取吗                                                                                                                                ,机会不大                                                                                                                                                                                                                                                           ,广东 ,2019
13,0 ,软件工程                          ,河北理科考生，成绩高于一本线87分，位次21878，报考贵校软件工程专业录取希望大吗？贵校该专业硬件设施如何？毕业生就业于哪些企业？听不懂粤语会影响上课吗？谢谢您的回答！                                                                         ,可拨打02039322681咨询                                                                                                                                                                                                                                               ,河北 ,2019
14,0 ,投档比例问题                        ,"您好.2019年海南文史类14个计划,请问投档比例是15份吗?会有一人被退档吗?谢谢."                                                                                                                 ,服从调剂不退档                                                                                                                                                                                                                                                        ,海南 ,2019
15,0 ,河南文科录取                        ,您好，我是今年的河南文科学生，超一本线七分，位次在18604，请问是否有希望进入贵校，能否提些具体建议？谢谢。                                                                                                       ,河南去年文科录取最低位次9600多名                                                                                                                                                                                                                                             ,河南 ,2019
